,0.0,0.08823529411764706,0.17647058823529413,0.2647058823529412,0.35294117647058826,0.44117647058823534,0.5294117647058824,0.6176470588235294,0.7058823529411765,0.7941176470588236,0.8823529411764707,0.9705882352941178,1.0588235294117647,1.147058823529412,1.2352941176470589,1.323529411764706,1.411764705882353,1.5,1.5882352941176472,1.6764705882352942,1.7647058823529413,1.8529411764705883,1.9411764705882355,2.0294117647058827,2.1176470588235294,2.2058823529411766,2.294117647058824,2.3823529411764706,2.4705882352941178,2.558823529411765,2.647058823529412,2.735294117647059,2.823529411764706,2.9117647058823533,3.0
0.1,0.8660119597562461,0.7489373917079643,0.4557041137357189,0.3658604438250252,0.38841854116024377,0.3657663193679432,0.38227516298394687,0.3180384314769323,0.31140268011773325,0.3157815327207488,0.3045012483305579,0.2966003888447192,0.2889701786338122,0.29013043120154086,0.29462614639118423,0.2922233708130386,0.2936823905095034,0.284971005464285,0.29335476345646366,0.2931687298032419,0.2903719733648669,0.2960998471537446,0.2892649837246372,0.29504990034790196,0.28758272253301925,0.2900494364641203,0.2776460121636807,0.28143138094059567,0.28372017101087377,0.2785947793376644,0.2765275234451495,0.28821170154519804,0.2954966088882659,0.2841454913159982,0.2795953622254451
0.18,0.9122852212200533,0.6832597728848087,0.5884332365629409,0.5313534717931284,0.3360124447865645,0.3448509789236586,0.28180338703896435,0.29845096593885245,0.24746053634234028,0.2586517552886852,0.23669717936416051,0.23527452248410297,0.24004690587179642,0.2384125605244435,0.2335684559233158,0.2288799073827872,0.21785993483792573,0.21671360400932382,0.21893685812891137,0.2144616153588094,0.21799512047224512,0.2149025298574665,0.2228523807954632,0.2130097459048149,0.2118302057997112,0.21548610114788094,0.21453756179015546,0.21454523426487954,0.21833459951296108,0.21803906230406123,0.21533765443945746,0.21647713292460735,0.21997101293766083,0.20876189700043984,0.21433689964910396
0.27,0.9087520209513693,0.8816068071992177,0.6646916561890663,0.715721889622081,0.6230512435585258,0.40985954220730686,0.3063004456022534,0.28492509958778667,0.22110101226334394,0.22453024429281696,0.19925015280266556,0.20595311042264633,0.19877926700553172,0.19639611042274724,0.18122551815355753,0.18280785779071018,0.18887836362178165,0.18115226537188442,0.17832667463148533,0.17807080265503414,0.18052485855401948,0.17180587429867422,0.1809575803467763,0.1757434970720279,0.1739793876706474,0.17839827416865567,0.17352747522064196,0.17651107080377088,0.17295971276696576,0.17648983223234418,0.17644009845325856,0.1736251523446555,0.17018008335535023,0.17218342151606836,0.17454120970869494
0.35,0.9272108973300596,0.804692584314573,0.7764801549266669,0.7264951770589693,0.534590766118906,0.4779300624249506,0.2997847940803108,0.2824890977727126,0.23127319958936168,0.21919194053844537,0.1826856144965422,0.1845110538097778,0.1739928624872241,0.18511905562722308,0.1643578696381307,0.1691889049502254,0.17095813741098062,0.16016033416051126,0.16294094393258338,0.16214308626620466,0.16811741796835805,0.15545793614224265,0.15715309534236485,0.15253987663034077,0.154841468119806,0.1548071693250716,0.15949505594855448,0.15484177599318114,0.15694529719190667,0.15235040599355915,0.15467722729095068,0.15558550509504962,0.15288170134130316,0.1566615287026572,0.1533738463543347
0.44,0.9402908237043983,0.6705462611125332,0.7703606787752492,0.6005291599043505,0.4976014292364875,0.4401797558510258,0.3272499301801411,0.2559542066574001,0.22633622510807117,0.18531892721158427,0.1752648769111376,0.1854179444259096,0.16680996249098326,0.15685284191782478,0.15599553991646076,0.15132790528588214,0.1466557666895073,0.1455505111657688,0.14921343343837448,0.15006925486799838,0.14893404284595044,0.14477686694387992,0.14816728975053872,0.13341362998534914,0.13818668039599072,0.13695063426408133,0.13938417391228833,0.14259858289185054,0.14407253484922825,0.13769555770926867,0.14147360672347822,0.13778851713162532,0.13826107698913137,0.13953476390236738,0.13809654408786023
0.52,0.933656088811615,0.8141169825046333,0.789063300224198,0.6998331567680588,0.6230102452705026,0.4111425091830919,0.32979703429791196,0.29749324032495306,0.2690365332123145,0.20643173171063853,0.1887535306094619,0.17186167051911122,0.17019832861853837,0.15215739013857404,0.1527837770599858,0.15173831006858132,0.14023983193618603,0.13658936143489817,0.13949321820282642,0.13947195486885053,0.1361091775325465,0.13250023353119086,0.13166066944808888,0.13217106358370834,0.12710706277272396,0.1273206886821635,0.12839852175758493,0.13128079670018097,0.12658199864599692,0.12767695484816313,0.12693434661962164,0.12559662152439033,0.12505619618629873,0.12385658067300481,0.12888885793386243
0.61,0.9686287392122712,0.9106982153246179,0.8634679197842596,0.7952180919259846,0.6578678365022692,0.5848901633529292,0.39996221344063676,0.2667881087967732,0.25811496136373446,0.2099004134350824,0.1784516702480945,0.16066188957144995,0.15626910957449308,0.14356614522221672,0.1473697860454714,0.13657096375620456,0.13469702486805593,0.13505628624876773,0.13100175926456983,0.12692682539866035,0.12478498744754958,0.12587743762119322,0.12476101582490169,0.1225110221375846,0.12104678154530589,0.12130672268249593,0.1177327668790843,0.12187090482287277,0.12049296988010773,0.11791537673385974,0.117336813968066,0.1164119593927429,0.1216438748517935,0.11688038648107146,0.11723586128485361
0.69,0.8164142003201588,0.9428322992766173,0.8642137550854176,0.7072040185865056,0.6137218700491066,0.5597941946328653,0.3348272472006472,0.3266887913893214,0.21872757858379402,0.2350250349170651,0.17570545731190154,0.15190145571425603,0.14912272070087224,0.1393998807975627,0.13738786499835903,0.12841187888584085,0.13238344965966425,0.12521459782354316,0.12155385981796578,0.1247668137345834,0.11774354213246889,0.11801518420642793,0.11116888950331107,0.11559110625933934,0.12015883744203248,0.11131729743154202,0.11296602868501808,0.11112759142205116,0.11772809148665743,0.10950976885012426,0.11260147492481906,0.11272775316139619,0.11553458004626989,0.11296092861656423,0.1130887596123934
0.78,0.9601399888463411,0.9579031369434747,0.91793224166466,0.830905351067671,0.7094670107328467,0.5561414900270407,0.4252152892556115,0.3430251504261377,0.25368055523850136,0.2486856364394396,0.18796120796262908,0.1586818528728873,0.15777052484022988,0.13958643135691687,0.13180232716380116,0.13124990912745949,0.1213404357880183,0.12182032943261649,0.1272886710493367,0.11644883280682404,0.12052177311204475,0.11508146335294146,0.11039193523189798,0.11484898513057498,0.11130285904723665,0.10612215244634794,0.10671895455747643,0.11217519756923565,0.10634379509135934,0.10874102417306726,0.10937348216593913,0.10568455210555912,0.10506693458011857,0.10339834637605406,0.10797564247401217
